ENTREZID;CDSeq_estimated_cell_type_1;CDSeq_estimated_cell_type_2;CDSeq_estimated_cell_type_3;CDSeq_estimated_cell_type_4;CDSeq_estimated_cell_type_5;CDSeq_estimated_cell_type_6
9727;1,17E+08;5,26E+08;3,22E+08;2,59E+09;8,21E+08;4,82E+09
84440;7,80E+09;9,37E+09;4,11E+09;4,23E+09;1,30E+09;3,41E+09
26056;1,90E+09;4,36E+08;2,58E+09;5,11E+09;2,15E+09;2,04E+07
201475;0.00110929756831098;5,14E+09;1,83E+09;0.00126781684463034;9,46E+09;4,86E+09
5872;2,58E+08;8,81E+09;6,93E+09;7,75E+08;1,53E+09;4,48E+09
51552;3,98E+08;1,75E+09;1,05E+09;2,81E+09;1,57E+09;8,36E+08
376267;1,12E+09;5,22E+09;2,16E+09;2,88E+08;1,36E+09;1,65E+09
64284;1,52E+09;2,78E+08;3,63E+08;2,21E+06;2,00E+08;8,77E+06
105373958;2,58E+08;2,16E+08;2,10E+07;2,88E+08;2,22E+07;9,18E+08
22931;1,64E+09;1,88E+09;1,14E+09;3,23E+09;1,92E+09;1,84E+09
5861;2,79E+07;2,59E+09;6,69E+08;3,13E+09;1,42E+09;2,50E+09
81876;2,41E+09;4,64E+08;1,34E+08;6,42E+08;1,11E+07;2,04E+07
55647;3,98E+08;2,78E+08;1,34E+08;6,64E+07;1,26E+09;1,61E+09
23011;2,11E+08;1,50E+09;1,56E+09;3,89E+09;2,40E+09;1,32E+09
57403;3,77E+09;3,09E+07;9,56E+07;3,70E+09;1,11E+07;5,28E+09
51715;2,41E+09;3,62E+09;1,43E+09;2,21E+06;6,54E+09;1,08E+09
53917;2,74E+09;3,09E+07;2,48E+08;3,32E+07;1,55E+08;5,91E+08
57111;7,73E+07;2,16E+08;2,10E+07;1,11E+07;3,33E+08;1,02E+08
25837;2,34E+07;5,26E+08;2,89E+08;2,21E+06;2,11E+09;1,05E+09
5873;5,39E+08;1,08E+09;2,04E+09;4,21E+08;5,74E+09;5,00E+09
5874;8,27E+09;8,96E+08;2,48E+08;7,46E+09;5,21E+09;2,43E+09
9364;2,34E+07;9,55E+09;2,60E+09;2,28E+09;2,05E+09;3,85E+07
8934;9,12E+09;1,70E+09;6,31E+07;1,99E+08;1,62E+09;1,84E+08
5862;9,09E+09;4,95E+09;3,17E+09;8,99E+09;7,56E+09;4,84E+09
84932;3,73E+09;6,58E+09;2,48E+08;4,65E+08;7,83E+09;4,75E+09
27314;1,12E+09;1,45E+09;1,03E+09;1,03E+09;4,86E+09;2,18E+09
100506233;2,88E+09;1,58E+09;4,49E+09;9,96E+08;2,01E+09;5,51E+08
11031;7,03E+05;8,01E+08;2,75E+08;1,55E+09;1,49E+09;1,77E+09
10981;1,01E+09;1,55E+08;2,48E+08;5,53E+08;6,65E+07;1,02E+08
9363;2,34E+07;7,73E+08;3,25E+08;1,88E+09;3,33E+08;2,10E+08
83452;2,34E+07;6,49E+08;1,72E+08;8,63E+08;1,55E+08;3,47E+08
83871;7,03E+05;3,09E+07;7,07E+08;6,64E+07;3,33E+08;1,94E+08
11021;1,38E+09;3,43E+09;4,19E+09;1,11E+07;3,04E+09;8,77E+06
9609;3,73E+09;9,58E+08;3,63E+08;8,19E+08;1,55E+08;2,24E+08
326624;8,20E+08;1,55E+08;1,34E+08;2,21E+06;2,44E+08;3,06E+08
23682;2,34E+07;2,16E+08;4,78E+08;2,21E+06;2,00E+08;1,43E+08
54734;1,64E+08;2,78E+08;1,72E+08;3,32E+07;2,00E+08;2,24E+08
116442;4,92E+07;1,08E+09;8,98E+08;5,03E+09;1,11E+07;1,02E+08
5864;4,31E+09;1,55E+08;4,78E+08;1,53E+09;9,51E+09;9,18E+08
5865;3,05E+08;3,09E+07;5,73E+07;3,12E+09;1,66E+09;5,61E+08
115827;6,33E+07;4,30E+09;3,04E+09;3,32E+07;1,95E+09;2,47E+09
9545;1,66E+09;1,33E+09;8,60E+08;6,64E+07;3,44E+09;2,47E+09
22930;4,17E+09;1,35E+09;5,87E+09;3,12E+09;4,69E+09;2,65E+08
25782;8,41E+09;7,82E+09;6,52E+09;1,38E+09;5,74E+09;8,36E+08
5866;5,86E+08;3,09E+07;1,36E+09;1,11E+07;4,21E+07;2,24E+08
117177;1,73E+09;2,26E+09;3,05E+09;8,21E+09;1,56E+09;9,18E+08
142684;7,03E+05;1,14E+09;9,56E+07;1,11E+07;2,22E+07;2,65E+08
282808;1,17E+08;3,40E+08;1,72E+08;2,88E+08;1,11E+07;1,02E+08
10966;8,79E+08;2,13E+09;1,94E+09;3,41E+09;3,67E+09;1,58E+09
57799;9,12E+09;7,20E+09;6,40E+09;3,61E+09;1,18E+09;8,26E+09
115273;1,64E+08;3,09E+07;5,73E+07;1,11E+07;6,43E+08;1,69E+09
339122;2,84E+09;6,49E+08;7,84E+08;2,21E+06;5,99E+08;1,08E+09
5867;2,34E+07;1,17E+09;1,01E+09;1,58E+09;1,08E+08;7,77E+09
53916;1,00E+09;9,58E+08;6,56E+09;1,06E+09;7,76E+08;2,11E+09
5868;5,65E+09;5,26E+08;7,07E+08;3,21E+09;1,53E+09;7,03E+09
5869;2,58E+08;2,57E+09;7,32E+09;2,21E+06;2,88E+08;7,14E+08
5878;1,10E+09;2,13E+09;6,33E+08;5,09E+08;3,61E+09;4,91E+07
55969;4,85E+09;7,57E+09;2,10E+07;4,21E+08;1,09E+09;1,04E+09
5870;2,34E+07;1,25E+09;8,60E+08;0.00117749568650057;7,29E+09;5,62E+09
51560;1,18E+09;4,82E+09;2,62E+09;3,01E+09;2,22E+09;1,22E+09
84084;2,87E+08;1,76E+08;1,28E+09;0.00103138793070242;2,65E+09;5,28E+09
7879;2,23E+09;3,17E+09;6,80E+09;2,03E+09;4,22E+09;1,43E+08
338382;3,30E+09;3,09E+07;5,73E+07;2,21E+06;2,88E+08;1,84E+08
4218;3,21E+09;3,09E+07;7,07E+08;2,19E+08;3,30E+09;1,65E+09
51762;1,90E+09;2,26E+09;2,48E+08;4,23E+09;2,27E+09;1,14E+09
9367;1,64E+08;1,27E+09;4,15E+09;9,08E+08;2,24E+08;3,47E+08
51209;2,58E+08;1,33E+09;5,73E+07;1,84E+09;3,26E+09;1,84E+08
9366;3,05E+08;1,55E+08;1,91E+07;2,21E+06;5,10E+08;6,12E+07
10567;3,98E+08;9,27E+07;1,34E+08;1,99E+08;6,43E+08;5,51E+08
9135;1,09E+09;1,13E+09;1,79E+09;2,49E+09;1,67E+09;9,48E+09
79874;3,02E+09;9,58E+08;9,75E+07;1,57E+09;9,98E+08;2,71E+09
10244;3,63E+09;1,51E+09;6,69E+08;1,79E+09;1,11E+07;2,02E+09
23637;1,36E+09;8,50E+09;5,03E+09;7,19E+09;1,26E+09;3,87E+08
9910;1,95E+09;1,64E+09;4,40E+08;1,57E+09;6,65E+07;7,69E+09
27342;1,48E+09;7,11E+08;3,96E+08;3,61E+09;4,66E+08;4,55E+09
493754;5,46E+09;1,94E+09;2,35E+08;7,55E+09;4,66E+08;3,89E+09
5875;2,70E+09;4,02E+08;1,55E+09;3,76E+08;1,93E+09;1,16E+09
5876;8,55E+09;1,67E+08;8,62E+09;7,64E+09;1,47E+09;1,85E+09
5877;5,39E+08;1,51E+09;5,16E+08;3,83E+08;5,70E+09;3,87E+08
11159;2,04E+09;1,89E+08;2,66E+09;3,65E+09;1,35E+09;5,91E+08
11158;1,17E+08;1,21E+09;1,51E+09;2,94E+09;8,65E+08;5,10E+08
285282;2,58E+08;1,89E+08;1,43E+09;2,46E+09;2,64E+09;2,26E+09
55684;4,43E+09;5,29E+09;9,08E+09;1,26E+09;1,18E+09;5,65E+09
5879;7,67E+09;6,87E+09;7,13E+09;9,23E+09;0.0011969283053917;6,12E+07
5880;1,48E+09;7,73E+08;1,34E+08;2,44E+08;2,28E+09;1,49E+09
5881;9,61E+08;7,11E+08;1,01E+09;2,21E+06;6,65E+07;2,65E+08
29127;2,34E+07;1,55E+08;2,10E+07;1,55E+08;2,28E+09;1,84E+08
83956;1,17E+08;3,09E+07;5,73E+07;2,21E+06;2,22E+07;4,69E+08
10399;1,09E+08;4,85E+09;4,01E+08;2,86E+09;2,46E+09;2,26E+09
5810;3,05E+08;4,64E+08;5,73E+07;4,01E+09;3,61E+09;7,73E+09
5884;7,73E+07;7,73E+08;5,73E+07;4,89E+09;2,88E+08;3,73E+09
56852;3,96E+09;2,01E+09;1,36E+09;4,65E+08;3,97E+09;2,83E+09
5885;1,69E+09;1,23E+08;9,46E+09;7,19E+09;2,05E+09;1,20E+09
644660;2,34E+07;3,09E+07;1,34E+08;2,21E+06;5,10E+08;3,87E+08
642636;2,34E+07;9,27E+07;5,73E+07;5,98E+08;4,21E+07;8,36E+08
5886;1,16E+09;1,58E+09;2,16E+09;3,43E+09;2,88E+08;4,69E+08
5887;2,80E+09;1,39E+09;1,91E+07;1,84E+09;1,20E+09;1,43E+08
10111;1,90E+09;1,58E+09;1,72E+08;2,21E+06;7,70E+09;3,06E+08
5888;1,64E+08;2,78E+08;5,73E+07;1,99E+08;1,55E+08;1,33E+09
100505648;1,64E+08;3,40E+08;3,25E+08;1,08E+08;2,44E+08;3,45E+09
10635;3,05E+08;1,55E+08;1,91E+07;2,88E+08;1,11E+07;2,04E+07
5890;1,57E+09;1,64E+09;5,73E+07;5,98E+08;5,54E+08;1,28E+09
5889;2,34E+07;3,62E+09;3,54E+09;1,44E+09;3,61E+09;2,06E+09
5892;3,02E+09;1,14E+09;9,36E+08;1,39E+09;1,26E+09;1,28E+09
5893;2,34E+07;1,44E+09;1,12E+09;2,21E+06;2,44E+08;1,01E+09
25788;3,52E+06;4,64E+08;1,72E+08;2,21E+06;6,43E+08;1,16E+09
8438;3,98E+08;3,40E+08;4,78E+08;2,21E+06;1,80E+09;2,04E+07
23132;9,59E+09;5,04E+09;2,50E+09;2,90E+09;2,44E+08;8,36E+08
5883;7,03E+05;2,78E+08;1,72E+08;6,64E+07;5,10E+08;2,79E+09
144715;1,17E+08;9,27E+07;1,72E+08;5,98E+08;1,55E+08;1,84E+08
55698;2,34E+07;5,87E+08;1,91E+07;2,21E+06;2,44E+08;1,90E+09
55086;2,58E+08;4,64E+08;1,91E+07;4,21E+08;1,62E+09;6,12E+07
8480;1,84E+08;2,65E+09;1,69E+09;3,98E+08;3,27E+09;6,38E+09
135250;2,34E+07;3,09E+07;3,25E+08;6,64E+07;3,33E+08;3,87E+08
5894;2,11E+07;1,89E+08;2,48E+08;1,53E+09;2,22E+07;1,57E+08
5896;1,17E+08;9,27E+07;3,25E+08;3,76E+08;1,55E+08;8,36E+08
5897;1,64E+08;2,16E+08;9,56E+07;2,44E+08;2,44E+08;2,04E+07
10743;1,18E+09;4,85E+09;1,28E+09;7,75E+08;5,97E+09;2,04E+07
26064;5,39E+08;9,27E+07;9,56E+07;2,44E+08;2,88E+08;1,84E+08
10742;1,29E+09;1,51E+09;8,22E+08;5,09E+08;5,99E+08;2,24E+08
5898;2,11E+07;4,17E+09;6,90E+09;4,54E+09;6,94E+09;1,33E+09
5899;1,85E+09;9,27E+07;6,69E+08;9,52E+08;5,88E+09;5,32E+09
10928;1,05E+08;1,30E+09;1,93E+09;2,59E+09;7,43E+09;1,14E+09
253959;4,45E+08;4,48E+09;7,78E+09;8,66E+09;1,05E+09;4,79E+09
26134;3,98E+08;1,82E+09;4,40E+08;1,57E+09;4,21E+07;1,53E+09
57186;1,57E+09;5,60E+09;3,12E+09;2,32E+09;3,93E+08;1,86E+09
57148;2,74E+09;3,86E+09;3,46E+09;9,52E+08;5,83E+09;8,77E+06
5900;1,13E+09;1,02E+09;7,78E+09;1,18E+09;6,65E+07;1,84E+08
9649;7,10E+09;1,21E+09;2,87E+08;6,42E+08;2,11E+09;1,49E+09
55103;1,06E+09;3,31E+09;1,13E+09;6,09E+09;1,49E+09;5,32E+09
22913;4,76E+09;1,08E+09;2,69E+09;2,88E+08;1,09E+09;2,51E+09
101926888;5,86E+08;2,16E+08;1,91E+07;2,21E+06;5,10E+08;3,87E+08
138046;1,17E+08;3,09E+07;1,72E+08;4,23E+09;4,21E+07;4,28E+08
83640;3,52E+06;5,66E+08;1,43E+09;5,95E+09;6,28E+09;1,72E+09
10267;1,29E+09;3,09E+07;1,72E+08;2,21E+06;6,65E+07;1,19E+09
10266;1,01E+09;8,96E+08;2,10E+07;9,08E+08;3,61E+09;2,22E+09
100190938;9,14E+07;2,78E+08;2,87E+08;2,44E+08;9,98E+08;2,34E+09
10268;7,27E+08;3,40E+08;6,69E+08;2,21E+06;7,32E+08;6,32E+07
5901;9,45E+07;1,49E+09;3,46E+09;1,47E+09;3,14E+09;1,22E+09
5902;2,11E+07;1,27E+09;3,76E+09;2,21E+06;3,77E+08;7,28E+09
57610;2,51E+09;2,38E+09;1,62E+09;9,96E+08;1,55E+08;4,18E+09
64901;2,09E+09;9,58E+08;4,01E+08;1,13E+09;1,11E+07;2,59E+09
5903;9,45E+07;1,64E+09;1,91E+07;2,86E+09;1,31E+09;2,40E+09
8498;2,78E+09;5,10E+09;3,69E+08;2,10E+09;4,19E+09;9,89E+09
202151;4,45E+08;3,09E+07;4,78E+08;5,53E+08;1,11E+07;1,02E+08
26953;1,17E+08;4,61E+09;2,10E+07;2,68E+09;7,92E+09;1,45E+09
10048;1,49E+09;1,94E+09;2,81E+09;2,74E+09;3,11E+09;7,54E+07
5905;1,01E+09;4,98E+09;2,39E+09;1,99E+08;3,88E+09;1,24E+09
29098;2,65E+09;8,35E+08;1,55E+09;2,21E+06;6,65E+07;2,30E+09
5906;6,63E+08;3,62E+09;2,81E+09;1,55E+08;5,34E+09;1,12E+09
5908;3,07E+09;1,30E+09;5,26E+07;1,52E+09;2,29E+09;2,04E+07
5909;7,48E+09;2,01E+09;3,92E+09;3,96E+09;3,66E+08;6,12E+07
23108;2,11E+07;3,80E+09;6,33E+08;2,21E+06;5,97E+09;2,04E+07
5910;6,77E+09;1,04E+09;8,60E+08;2,04E+09;1,52E+09;4,51E+09
5911;2,37E+09;7,45E+09;6,53E+09;3,11E+09;0.00143955190481703;7,61E+09
5912;1,14E+09;6,03E+09;7,47E+09;9,96E+08;3,44E+09;2,79E+09
57826;1,66E+09;4,64E+08;1,74E+09;2,01E+09;9,98E+08;8,05E+09
101928578;5,39E+08;2,16E+08;1,91E+07;2,21E+06;4,21E+07;6,12E+07
2889;6,02E+09;4,48E+09;2,62E+09;3,12E+09;1,26E+09;8,34E+09
9693;1,55E+09;1,08E+09;3,80E+09;9,10E+09;2,59E+09;1,77E+09
10411;3,12E+08;1,39E+09;3,61E+09;1,04E+09;1,35E+09;1,65E+09
11069;9,61E+08;3,09E+07;2,39E+09;4,36E+09;6,63E+09;4,14E+09
91149;1,24E+09;1,55E+08;2,87E+08;2,21E+06;2,44E+08;3,06E+08
9771;1,57E+09;3,06E+08;2,50E+09;6,71E+09;4,01E+09;6,06E+09
51735;5,51E+09;8,96E+08;3,84E+09;7,46E+09;2,33E+09;3,81E+09
51195;4,43E+09;1,02E+09;2,69E+09;2,86E+09;1,66E+09;2,26E+09
65059;8,70E+09;7,39E+09;1,00E+09;2,65E+09;2,53E+09;9,18E+08
5913;1,76E+08;3,09E+07;4,01E+08;6,64E+07;2,22E+07;6,12E+07
5914;2,57E+09;1,04E+08;9,88E+09;1,93E+09;6,14E+09;1,71E+08
101929693;2,34E+07;9,27E+07;5,73E+07;2,21E+06;2,22E+07;1,04E+09
5915;3,40E+09;1,27E+09;3,12E+09;2,21E+06;5,10E+08;5,65E+09
105376997;3,98E+08;2,16E+08;1,91E+07;1,11E+07;2,22E+07;9,58E+08
5916;1,32E+09;3,09E+07;1,91E+07;8,63E+08;2,99E+09;1,73E+09
5918;1,29E+09;3,09E+07;1,85E+08;2,21E+06;1,26E+09;1,61E+09
5919;2,34E+07;8,35E+08;1,91E+07;3,76E+08;5,99E+08;5,04E+09
5917;8,20E+08;3,09E+07;2,10E+07;6,64E+07;1,49E+09;2,04E+07
57038;1,95E+09;3,09E+07;3,31E+09;4,98E+08;1,49E+09;2,02E+09
5921;3,08E+09;3,93E+09;5,73E+07;9,90E+08;1,67E+09;5,85E+09
5922;1,48E+09;9,27E+07;4,40E+08;1,70E+09;8,65E+08;1,43E+08
22821;4,90E+09;3,99E+09;8,16E+08;8,12E+09;4,46E+09;4,34E+09
10156;4,90E+09;4,85E+09;4,99E+09;2,01E+09;2,22E+07;8,42E+08
8437;4,45E+08;6,49E+08;1,20E+09;1,08E+08;2,82E+08;3,85E+07
9462;2,00E+09;9,27E+07;9,54E+09;1,75E+09;2,67E+09;5,44E+08
64926;6,40E+09;1,82E+09;4,78E+08;2,21E+06;2,02E+09;3,94E+09
51655;2,13E+09;1,31E+09;4,40E+08;4,14E+09;2,51E+09;6,12E+07
23551;3,52E+06;1,08E+09;5,54E+08;5,98E+08;2,22E+07;7,14E+08
158158;3,94E+09;6,28E+06;3,57E+09;2,06E+09;8,89E+09;0.00136875806156292
221002;3,52E+06;3,09E+07;5,16E+08;3,43E+09;5,88E+09;2,92E+09
153020;5,86E+08;8,35E+08;1,47E+09;5,09E+08;2,22E+07;1,16E+09
255426;8,67E+08;4,02E+08;8,98E+08;1,99E+08;7,76E+08;1,43E+08
5923;4,38E+09;1,02E+09;1,70E+09;1,55E+08;6,32E+09;5,51E+08
5924;2,34E+07;6,34E+09;5,33E+09;2,21E+06;3,13E+09;4,51E+09
10125;2,11E+07;3,09E+07;6,69E+08;9,32E+09;1,28E+09;1,12E+09
10235;1,20E+09;2,26E+09;3,84E+09;5,53E+08;2,99E+09;1,22E+09
25780;9,14E+07;2,16E+08;1,47E+09;6,42E+08;2,22E+07;5,91E+08
115727;6,68E+08;2,50E+09;1,72E+08;1,08E+08;6,65E+07;1,49E+09
54922;2,58E+08;1,55E+08;5,73E+07;1,99E+08;2,88E+08;1,53E+09
10633;3,98E+08;1,39E+09;4,40E+08;1,39E+09;8,65E+08;1,73E+09
91608;4,85E+09;2,01E+09;2,10E+07;5,20E+09;4,21E+07;6,14E+08
387496;4,45E+08;3,09E+07;5,73E+07;2,88E+08;2,00E+08;2,04E+07
65997;9,21E+09;4,64E+08;3,54E+09;7,31E+08;9,12E+09;1,61E+09
51285;5,86E+08;1,39E+09;2,48E+08;5,53E+08;3,33E+08;2,34E+09
11186;3,05E+08;3,09E+07;9,36E+08;6,86E+08;2,00E+08;7,54E+07
102060282;4,95E+09;7,11E+08;7,07E+08;1,17E+09;1,31E+09;1,33E+09
644943;1,64E+08;2,78E+08;5,73E+07;6,64E+07;2,88E+08;6,12E+07
9770;8,65E+09;6,49E+08;1,06E+09;2,72E+09;5,79E+09;6,12E+07
283349;1,19E+09;1,67E+09;3,07E+09;5,98E+08;2,88E+08;4,55E+09
83937;2,23E+09;1,02E+09;7,47E+09;6,49E+09;6,43E+08;1,24E+09
83593;2,55E+09;3,40E+08;1,24E+09;5,09E+08;1,49E+09;2,10E+08
166824;5,39E+08;6,49E+08;1,91E+07;2,88E+08;9,54E+07;3,06E+08
8045;8,84E+09;2,16E+08;4,40E+08;2,10E+09;3,77E+08;7,97E+09
11228;3,30E+09;6,49E+08;4,95E+09;1,11E+07;9,20E+09;3,69E+08
100506451;4,80E+09;3,09E+07;1,91E+07;3,56E+09;9,09E+08;1,45E+09
9182;3,05E+08;1,55E+08;1,72E+08;6,64E+07;5,10E+08;1,84E+08
125950;2,84E+09;1,14E+09;2,10E+07;2,88E+08;2,22E+07;4,69E+08
55225;1,48E+09;9,27E+07;4,01E+08;8,63E+08;4,66E+08;1,84E+08
30062;2,37E+09;2,78E+08;7,07E+08;2,21E+06;6,88E+08;1,69E+09
84839;7,43E+09;9,27E+07;8,22E+08;6,86E+08;7,32E+08;1,04E+08
5925;6,80E+08;4,24E+08;1,43E+09;2,21E+06;6,54E+09;6,91E+09
100862704;1,38E+09;3,43E+09;4,78E+08;3,32E+07;2,22E+07;5,10E+08
9821;2,06E+09;1,84E+09;1,35E+09;1,28E+09;1,16E+09;1,08E+09
57786;4,90E+09;7,39E+09;2,43E+09;1,25E+09;1,02E+09;1,38E+09
389458;6,77E+09;1,76E+08;5,73E+07;5,53E+08;2,00E+08;2,59E+09
5928;1,04E+09;4,98E+09;8,96E+08;4,79E+09;2,28E+09;3,19E+09
5929;1,64E+08;8,50E+09;1,34E+08;2,21E+06;7,12E+09;1,67E+09
5930;1,20E+09;2,65E+09;1,24E+09;1,99E+09;1,13E+08;7,48E+09
5931;3,98E+08;9,27E+07;6,31E+07;1,64E+08;8,21E+08;5,61E+08
5932;8,20E+08;1,55E+08;3,63E+08;5,98E+08;2,22E+07;4,69E+08
140893;2,13E+09;1,58E+09;3,25E+08;2,21E+06;1,04E+09;7,95E+08
10741;1,85E+09;4,64E+08;4,40E+08;3,32E+07;1,62E+09;4,06E+09
10616;3,12E+08;1,27E+09;1,74E+09;8,97E+09;1,35E+09;8,26E+09
79863;4,20E+09;1,55E+08;1,82E+09;9,52E+08;5,99E+08;6,67E+08
100506070;2,74E+09;3,09E+07;1,05E+08;8,63E+08;2,44E+08;1,86E+09
54715;2,34E+07;4,79E+09;2,87E+08;1,59E+09;2,53E+09;2,96E+09
23543;2,21E+09;1,55E+09;8,31E+09;1,37E+08;2,21E+09;6,26E+09
146713;5,09E+09;1,55E+08;4,76E+09;6,64E+07;5,34E+09;3,61E+09
401466;2,60E+09;4,02E+08;5,16E+08;7,50E+09;8,76E+09;5,10E+08
64080;5,18E+09;5,84E+09;2,04E+09;1,53E+09;1,55E+08;2,04E+07
5933;9,14E+07;3,09E+07;1,91E+07;8,19E+08;1,11E+07;2,39E+09
5934;1,81E+09;9,61E+09;3,46E+09;6,64E+07;1,27E+09;7,56E+09
8241;1,90E+09;1,21E+09;2,50E+09;6,64E+07;1,09E+09;1,28E+09
54033;6,80E+08;1,55E+08;7,45E+08;2,21E+06;6,65E+07;2,04E+07
10137;1,24E+09;9,27E+07;3,34E+09;1,93E+09;5,61E+08;5,91E+08
389677;4,92E+07;6,77E+09;6,31E+07;1,79E+09;1,47E+09;3,57E+09
55472;2,34E+07;1,89E+08;7,07E+08;1,70E+09;2,44E+08;1,41E+08
10432;1,64E+08;2,16E+08;1,91E+07;6,42E+08;2,20E+09;3,41E+09
64783;2,01E+09;8,56E+09;5,14E+09;2,95E+09;2,22E+07;1,44E+09
29890;4,90E+09;3,09E+07;5,73E+07;2,59E+09;2,42E+09;2,10E+08
84991;8,41E+09;3,31E+09;5,45E+09;2,10E+09;1,06E+09;4,55E+09
92400;1,64E+08;9,27E+07;5,16E+08;2,88E+08;1,55E+08;3,89E+09
9904;4,92E+07;1,95E+09;4,15E+09;3,32E+07;2,15E+09;1,61E+09
282996;2,34E+07;1,55E+08;1,72E+08;5,53E+08;2,22E+07;2,65E+08
55696;2,70E+09;5,84E+09;2,16E+09;6,53E+09;8,18E+09;4,47E+09
55147;2,65E+09;1,08E+09;1,20E+09;5,98E+08;1,31E+09;6,12E+07
221662;3,05E+08;9,27E+07;1,91E+07;6,64E+07;2,22E+07;7,54E+07
58517;2,34E+07;0.00124735073215006;0.00150193365118752;0.00100438013341852;3,01E+08;6,97E+09
64062;1,62E+09;5,41E+08;6,52E+09;7,37E+09;3,44E+09;1,05E+09
100505538;3,52E+06;9,27E+07;1,72E+08;5,09E+08;2,22E+07;4,69E+08
54439;5,04E+09;1,55E+08;1,72E+08;4,58E+09;5,10E+08;2,47E+09
55131;1,10E+09;1,76E+08;1,51E+09;5,53E+08;2,15E+09;3,47E+08
5935;2,34E+07;9,27E+07;2,87E+08;4,71E+09;2,22E+07;2,04E+07
155435;2,27E+09;2,04E+09;2,49E+09;2,26E+09;1,51E+09;1,72E+09
100506302;5,39E+08;4,02E+08;2,87E+08;6,64E+07;1,55E+08;2,04E+07
23029;5,37E+09;4,11E+09;7,85E+09;1,38E+08;1,45E+09;4,95E+09
55544;1,76E+08;4,02E+08;2,10E+07;5,53E+08;1,40E+08;2,04E+07
9584;2,11E+09;2,56E+09;1,91E+09;2,84E+09;1,61E+09;3,53E+09
5936;2,58E+08;2,14E+09;1,46E+09;2,55E+09;2,00E+08;3,37E+07
55285;7,27E+08;1,82E+09;1,91E+07;1,31E+09;2,00E+08;2,47E+09
79171;1,10E+09;5,26E+08;5,16E+08;2,44E+08;4,66E+08;1,02E+08
375287;6,33E+07;9,27E+07;1,40E+09;6,86E+08;1,11E+07;2,04E+07
129831;7,27E+08;3,09E+07;6,31E+07;2,21E+06;4,21E+07;1,02E+08
166863;1,29E+09;1,55E+08;1,91E+07;6,64E+07;1,11E+07;2,04E+07
54502;7,10E+09;2,13E+09;1,40E+09;1,35E+09;3,30E+09;1,77E+09
84060;8,88E+09;1,44E+09;6,13E+09;4,45E+09;7,96E+09;3,41E+09
83759;1,48E+09;3,09E+07;6,40E+09;1,60E+08;2,88E+08;9,18E+08
10181;1,52E+09;1,08E+09;1,56E+09;6,53E+09;4,01E+09;1,24E+09
10180;2,58E+08;9,06E+09;1,98E+09;2,21E+06;1,00E+09;7,14E+08
10179;1,80E+09;4,02E+08;1,40E+09;1,53E+09;6,65E+07;5,10E+08
9939;7,20E+09;3,40E+08;2,46E+09;2,71E+09;3,58E+09;1,67E+08
5937;4,05E+09;5,10E+08;4,13E+09;4,06E+09;1,58E+09;5,78E+08
5939;1,29E+09;6,49E+08;3,80E+09;2,94E+09;1,55E+08;1,58E+09
27303;2,34E+07;3,09E+07;3,23E+09;2,59E+09;1,49E+09;5,61E+08
100873979;2,34E+07;3,09E+07;4,40E+08;2,21E+06;6,65E+07;2,24E+08
27316;1,48E+09;2,32E+09;2,31E+09;2,09E+08;2,22E+07;7,52E+09
51634;1,80E+09;5,04E+09;1,91E+07;9,01E+09;7,76E+08;1,14E+09
494115;3,52E+06;2,78E+08;1,91E+07;7,75E+08;1,55E+08;1,43E+08
27288;4,92E+07;3,09E+07;5,73E+07;2,21E+06;4,21E+07;1,20E+09
5940;1,15E+09;3,09E+07;3,63E+08;2,21E+06;2,22E+07;2,04E+07
375850;1,17E+08;3,09E+07;4,78E+08;6,64E+07;1,55E+08;1,43E+08
159162;3,05E+08;3,09E+07;4,40E+08;2,44E+08;5,10E+08;1,02E+08
64593;7,73E+07;2,16E+08;7,07E+08;6,64E+07;6,65E+07;6,73E+08
5947;6,82E+09;3,40E+08;3,99E+09;1,04E+09;1,57E+09;1,43E+08
5948;2,58E+08;6,49E+08;4,78E+08;6,86E+08;2,20E+09;4,02E+09
5949;2,34E+07;2,07E+09;1,91E+07;6,64E+07;1,18E+09;2,92E+09
5950;5,86E+08;8,96E+08;5,73E+07;2,19E+08;7,52E+09;1,45E+09
83758;9,07E+09;1,64E+09;1,85E+08;1,08E+08;8,21E+08;3,06E+08
116362;1,76E+08;9,27E+07;5,92E+08;8,63E+08;9,98E+08;6,01E+09
3516;1,24E+09;1,06E+09;2,73E+09;7,68E+09;2,46E+09;5,16E+09
11317;4,92E+07;2,16E+08;1,91E+07;1,55E+08;5,54E+08;1,02E+08
11030;3,52E+06;1,34E+08;3,51E+09;4,94E+07;3,33E+08;6,12E+07
100128750;2,11E+07;2,16E+08;4,01E+08;2,44E+08;7,76E+08;2,04E+07
348093;1,64E+08;1,64E+09;3,25E+08;2,21E+06;6,65E+07;6,32E+07
64145;1,44E+09;4,54E+09;1,66E+08;1,94E+09;2,84E+09;3,25E+09
9978;7,27E+08;4,02E+08;8,22E+08;9,08E+08;1,62E+09;2,59E+09
149041;8,60E+09;1,59E+09;1,00E+09;7,90E+09;7,65E+09;8,77E+06
54542;3,68E+09;3,25E+09;9,19E+09;4,01E+09;2,55E+09;7,44E+09
1827;6,96E+09;3,99E+09;3,73E+09;3,48E+09;7,43E+09;1,81E+09
